catname,catdesc,eventname,starttime,venuename,venuecity,venuestate,qtysold,pricepaid
Plays,All non-musical theatre,Endgame,2008-01-27 14:00:00,Belasco Theatre,New York City,NY,2,176
Opera,All opera and light opera,L Elisir d Amore,2008-01-11 19:00:00,Lyric Opera House,Baltimore,MD,1,97
Pop,All rock and pop music concerts,The Roots,2008-02-13 14:00:00,Honda Center,Anaheim,CA,1,244
Pop,All rock and pop music concerts,Casting Crowns,2008-01-22 14:00:00,Hersheypark Stadium,Hershey,PA,4,716
Musicals,Musical theatre,High Society,2008-01-11 19:30:00,Curran Theatre,San Francisco,CA,4,808
Musicals,Musical theatre,Mary Poppins,2008-02-01 15:00:00,Greek Theatre,Los Angeles,CA,1,237
Pop,All rock and pop music concerts,Lollapalooza,2008-01-14 15:00:00,Jobing.com Arena,Glendale,AZ,2,476
Pop,All rock and pop music concerts,Madonna,2008-01-24 14:00:00,PETCO Park,San Diego,CA,2,330
Plays,All non-musical theatre,Miss Julie,2008-02-19 14:00:00,Longacre Theatre,New York City,NY,4,724
Plays,All non-musical theatre,The Seagull,2008-01-30 19:00:00,Pasadena Playhouse,Pasadena,CA,2,364
Pop,All rock and pop music concerts,Jim Brickman,2008-02-22 20:00:00,Busch Stadium,St. Louis,MO,1,313
Pop,All rock and pop music concerts,Emmylou Harris,2008-02-15 15:00:00,Wachovia Center,Philadelphia,PA,2,464
Pop,All rock and pop music concerts,Regina Spektor,2008-01-12 19:00:00,Bradley Center,Milwaukee,WI,4,1888
Pop,All rock and pop music concerts,Dennis DeYoung,2008-02-22 19:30:00,Edward Jones Dome,St. Louis,MO,2,914
Plays,All non-musical theatre,The Glass Menagerie,2008-01-24 19:00:00,Walter Kerr Theatre,New York City,NY,2,786
Pop,All rock and pop music concerts,George Thorogood and the Destroyers,2008-01-30 19:00:00,Minute Maid Park,Houston,TX,1,437
Musicals,Musical theatre,Curtains,2008-02-28 15:00:00,Longacre Theatre,New York City,NY,2,98
Musicals,Musical theatre,Legally Blonde,2008-01-26 15:00:00,Ballys Hotel,Las Vegas,NV,2,482
Pop,All rock and pop music concerts,Michael McDonald,2008-01-13 15:00:00,AT&T Park,San Francisco,CA,2,252
Plays,All non-musical theatre,Woyzeck,2008-02-28 19:00:00,Booth Theatre,New York City,NY,3,174
Plays,All non-musical theatre,Our Town,2008-01-16 14:30:00,Brooks Atkinson Theatre,New York City,NY,1,415
Pop,All rock and pop music concerts,Cypress Hill,2008-02-01 19:00:00,TD Banknorth Garden,Boston,MA,4,1568
Pop,All rock and pop music concerts,Coheed and Cambria,2008-02-27 14:00:00,Paul Brown Stadium,Cincinnati,OH,1,258
Pop,All rock and pop music concerts,Joe Satriani,2008-01-25 19:00:00,Chase Field,Phoenix,AZ,1,1628
Pop,All rock and pop music concerts,ZZ Top,2008-01-12 19:30:00,Busch Stadium,St. Louis,MO,2,2438
Pop,All rock and pop music concerts,George Thorogood,2008-02-19 14:00:00,Wachovia Center,Philadelphia,PA,2,700
Pop,All rock and pop music concerts,Coldplay,2008-02-08 14:00:00,Tropicana Field,St. Petersburg,FL,2,436
Plays,All non-musical theatre,To Be or Not To Be,2008-02-03 15:00:00,Cort Theatre,New York City,NY,2,86
Pop,All rock and pop music concerts,Chromeo,2008-01-11 20:00:00,Ford Center,Oklahoma City,OK,2,40
Plays,All non-musical theatre,The Frogs,2008-02-28 14:00:00,Helen Hayes Theatre,New York City,NY,2,114
Pop,All rock and pop music concerts,Teddy Geiger,2008-01-12 19:00:00,Chase Field,Phoenix,AZ,4,488
Pop,All rock and pop music concerts,Stray Cats,2008-02-16 20:00:00,null,null,null,2,292
Pop,All rock and pop music concerts,Britney Spears,2008-02-26 19:30:00,Bank of America Stadium,Charlotte,NC,4,260
Pop,All rock and pop music concerts,Casting Crowns,2008-01-22 14:00:00,Hersheypark Stadium,Hershey,PA,3,537
Pop,All rock and pop music concerts,Boz Scaggs,2008-02-05 14:00:00,Oracle Arena,Oakland,CA,4,1388
Pop,All rock and pop music concerts,Lollapalooza,2008-01-14 15:00:00,Jobing.com Arena,Glendale,AZ,4,952
Plays,All non-musical theatre,Rosencrantz and Guildenstern Are Dead,2008-03-07 14:30:00,Marquis Theatre,New York City,NY,2,340
Plays,All non-musical theatre,Rosencrantz and Guildenstern Are Dead,2008-03-07 14:30:00,Marquis Theatre,New York City,NY,1,170
Plays,All non-musical theatre,Rosencrantz and Guildenstern Are Dead,2008-03-07 14:30:00,Marquis Theatre,New York City,NY,4,680
Pop,All rock and pop music concerts,Trace Adkins,2008-01-20 15:00:00,Shoreline Amphitheatre,Mountain View,CA,1,126
Plays,All non-musical theatre,The 39 Steps,2008-01-10 15:00:00,Lincoln Center for the Performing Arts,New York City,NY,1,418
Pop,All rock and pop music concerts,Christina Aguilera,2008-01-13 19:30:00,Buck Shaw Stadium,Santa Clara,CA,1,413
Musicals,Musical theatre,Seven Brides for Seven Brothers,2008-02-23 20:00:00,Belasco Theatre,New York City,NY,2,278
Pop,All rock and pop music concerts,War,2008-02-09 19:30:00,Rangers BallPark in Arlington,Arlington,TX,2,444
Pop,All rock and pop music concerts,Teddy Geiger,2008-02-09 19:30:00,Mellon Arena,Pittsburgh,PA,2,400
Plays,All non-musical theatre,Look Back in Anger,2008-02-06 20:00:00,Eugene O'Neill Theatre,New York City,NY,2,116
Plays,All non-musical theatre,Passing Strange,2008-02-07 19:00:00,San Jose Repertory Theatre,San Jose,CA,2,246
Musicals,Musical theatre,Phantom of the Opera,2008-01-15 15:00:00,Caesars Palace,Las Vegas,NV,2,760
Musicals,Musical theatre,Curtains,2008-01-18 19:30:00,Brooks Atkinson Theatre,New York City,NY,2,3292
Plays,All non-musical theatre,Glengarry Glen Ross,2008-02-08 19:30:00,Greek Theatre,Los Angeles,CA,2,462
Plays,All non-musical theatre,Oedipus the King,2008-02-20 19:00:00,Eugene O'Neill Theatre,New York City,NY,2,144
Pop,All rock and pop music concerts,The Guess Who,2008-01-21 15:00:00,Miller Park,Milwaukee,WI,3,267
Pop,All rock and pop music concerts,Luis Miguel,2008-03-05 14:00:00,Shea Stadium,New York City,NY,2,124
Pop,All rock and pop music concerts,Reba McEntire,2008-02-28 15:00:00,Rogers Centre,Toronto,ON,1,22
Plays,All non-musical theatre,The Seagull,2008-02-14 19:30:00,Cort Theatre,New York City,NY,1,45
Pop,All rock and pop music concerts,Bad Company,2008-01-20 19:30:00,Dodger Stadium,Los Angeles,CA,1,197
Musicals,Musical theatre,The King and I,2008-01-26 19:30:00,Circle in the Square Theatre,New York City,NY,2,142
Pop,All rock and pop music concerts,Lyle Lovett,2008-02-19 15:00:00,Tropicana Field,St. Petersburg,FL,2,184
Plays,All non-musical theatre,Spring Awakening,2008-01-28 19:00:00,Lyceum Theatre,New York City,NY,4,1676
Pop,All rock and pop music concerts,Jesse McCartney,2008-02-04 19:30:00,Bradley Center,Milwaukee,WI,3,678
Musicals,Musical theatre,O - Cirque du Soleil,2008-03-08 14:30:00,Venetian Hotel,Las Vegas,NV,1,343
Plays,All non-musical theatre,Avenue Q,2008-02-23 14:00:00,Cort Theatre,New York City,NY,1,428
Pop,All rock and pop music concerts,Journey,2008-02-12 14:00:00,Reliant Stadium,Houston,TX,2,658
Plays,All non-musical theatre,A Bronx Tale,2008-02-26 20:00:00,Lyceum Theatre,New York City,NY,1,213
Plays,All non-musical theatre,A Bronx Tale,2008-02-27 20:00:00,Minskoff Theatre,New York City,NY,1,56
Plays,All non-musical theatre,The Bacchae,2008-03-04 14:00:00,Majestic Theatre,New York City,NY,4,928
Plays,All non-musical theatre,Avenue Q,2008-02-23 14:00:00,Cort Theatre,New York City,NY,2,110
Plays,All non-musical theatre,Young Frankenstein,2008-01-16 20:00:00,Helen Hayes Theatre,New York City,NY,3,996
Plays,All non-musical theatre,Young Frankenstein,2008-01-27 14:00:00,Ambassador Theatre,New York City,NY,3,5643
Plays,All non-musical theatre,Endgame,2008-01-27 14:00:00,Belasco Theatre,New York City,NY,4,4544
Musicals,Musical theatre,Mary Poppins,2008-03-01 14:00:00,Royce Hall,Los Angeles,CA,2,4158
Pop,All rock and pop music concerts,David Sanborn,2008-02-19 15:00:00,Progressive Field,Cleveland,OH,1,602
Plays,All non-musical theatre,Macbeth,2008-01-30 19:30:00,Winter Garden Theatre,New York City,NY,2,158
Musicals,Musical theatre,Fiddler on the Roof,2008-01-20 14:00:00,Greek Theatre,Los Angeles,CA,4,256
Plays,All non-musical theatre,Rhinoceros,2008-02-12 19:00:00,Carnegie Hall,New York City,NY,2,78
Musicals,Musical theatre,Fiddler on the Roof,2008-01-21 14:30:00,American Airlines Theatre,New York City,NY,4,624
Plays,All non-musical theatre,Wicked,2008-02-18 14:30:00,Ambassador Theatre,New York City,NY,4,692
Musicals,Musical theatre,Phantom of the Opera,2008-02-17 14:30:00,Mandalay Bay Hotel,Las Vegas,NV,1,185
Musicals,Musical theatre,Spamalot,2008-02-09 14:30:00,Luxor Hotel,Las Vegas,NV,4,364
Musicals,Musical theatre,Hairspray,2008-03-15 19:30:00,Curran Theatre,San Francisco,CA,2,266
Plays,All non-musical theatre,Thurgood,2008-02-25 20:00:00,Hilton Theatre,New York City,NY,1,499
Opera,All opera and light opera,Orfeo ed Euridice,2008-03-16 19:00:00,Grand 1894 Opera House,Galveston,TX,4,1504
Plays,All non-musical theatre,The Seagull,2008-01-24 14:00:00,Music Box Theatre,New York City,NY,4,284
Musicals,Musical theatre,Mary Poppins,2008-02-01 15:00:00,Greek Theatre,Los Angeles,CA,1,207
Plays,All non-musical theatre,Rhinoceros,2008-02-25 19:00:00,Studio 54,New York City,NY,4,240
Pop,All rock and pop music concerts,Jill Scott,2008-02-23 19:00:00,E.J. Nutter Center,Dayton,OH,2,656
Pop,All rock and pop music concerts,Wisin y Yandel,2008-02-15 15:00:00,Mountain Winery,Saratoga,CA,1,137
Pop,All rock and pop music concerts,Trace Adkins,2008-01-31 14:00:00,Prudential Center,Newark,NJ,1,197
Pop,All rock and pop music concerts,Trace Adkins,2008-01-31 14:00:00,Prudential Center,Newark,NJ,2,394
Pop,All rock and pop music concerts,Smash Mouth,2008-02-09 14:00:00,ARCO Arena,Sacramento,CA,1,74
Pop,All rock and pop music concerts,War,2008-01-19 19:00:00,null,null,null,1,270
Pop,All rock and pop music concerts,Sunday in the Country,2008-02-27 14:00:00,Quicken Loans Arena,Cleveland,OH,2,656
Pop,All rock and pop music concerts,Alan Jackson,2008-01-27 14:30:00,null,null,null,1,247
Musicals,Musical theatre,Phantom of the Opera,2008-01-23 15:00:00,Mirage Hotel,Las Vegas,NV,1,449
Pop,All rock and pop music concerts,Idina Menzel,2008-03-01 19:30:00,Dick's Sporting Goods Park,Commerce City,CO,2,236
Pop,All rock and pop music concerts,Jonas Brothers,2008-01-25 14:00:00,Rose Garden,Portland,OR,4,1880
Musicals,Musical theatre,Spamalot,2008-03-07 20:00:00,Luxor Hotel,Las Vegas,NV,2,866
Pop,All rock and pop music concerts,Nashville Star,2008-02-20 19:00:00,FedExForum,Memphis,TN,1,42
Plays,All non-musical theatre,Rock 'n' Roll,2008-02-01 15:00:00,Imperial Theatre,New York City,NY,2,362
Pop,All rock and pop music concerts,Jesse McCartney,2008-02-04 19:30:00,Bradley Center,Milwaukee,WI,1,200
Opera,All opera and light opera,La Gioconda,2008-02-04 19:30:00,Los Angeles Opera,Los Angeles,CA,1,145
Musicals,Musical theatre,Pal Joey,2008-02-16 15:00:00,Vivian Beaumont Theatre,New York City,NY,1,421
Pop,All rock and pop music concerts,Al Green,2008-02-24 19:30:00,Verizon Center,Washington,DC,1,169
Plays,All non-musical theatre,A Man For All Seasons,2008-02-09 20:00:00,Royce Hall,Los Angeles,CA,1,50
Pop,All rock and pop music concerts,At The Gates,2008-01-20 19:30:00,Heinz Field,Pittsburgh,PA,2,278
Pop,All rock and pop music concerts,Paramore,2008-01-19 14:30:00,Mellon Arena,Pittsburgh,PA,2,392
Pop,All rock and pop music concerts,Eddie Vedder,2008-03-01 20:00:00,US Airways Center,Phoenix,AZ,3,558
Pop,All rock and pop music concerts,Creedence Clearwater Revisited,2008-01-23 19:00:00,Minute Maid Park,Houston,TX,2,58
Opera,All opera and light opera,La Gioconda,2008-02-10 20:00:00,Grand 1894 Opera House,Galveston,TX,1,83
Pop,All rock and pop music concerts,War,2008-02-09 14:00:00,American Airlines Center,Dallas,TX,4,792
Pop,All rock and pop music concerts,Paramore,2008-02-21 19:30:00,Turner Field,Atlanta,GA,2,142
Pop,All rock and pop music concerts,Casting Crowns,2008-01-26 19:00:00,null,null,null,4,1136
Pop,All rock and pop music concerts,The Jesus and Mary Chain,2008-01-19 19:30:00,St. Pete Times Forum,Tampa,FL,4,660
Pop,All rock and pop music concerts,New Kids on the Block,2008-01-17 15:00:00,Angel Stadium of Anaheim,Anaheim,CA,3,6777
Pop,All rock and pop music concerts,New Kids on the Block,2008-01-17 15:00:00,Angel Stadium of Anaheim,Anaheim,CA,2,4518
Pop,All rock and pop music concerts,Coldplay,2008-03-05 15:00:00,Ford Field,Detroit,MI,1,1798
Plays,All non-musical theatre,Waiting for Godot,2008-02-06 15:00:00,Walter Kerr Theatre,New York City,NY,1,203
Plays,All non-musical theatre,A Midsummer Night's Dream,2008-01-25 14:30:00,Palace Theatre,New York City,NY,2,372
Plays,All non-musical theatre,Macbeth,2008-01-22 15:00:00,Greek Theatre,Los Angeles,CA,2,278
Musicals,Musical theatre,Les Miserables,2008-01-30 19:30:00,Pasadena Playhouse,Pasadena,CA,1,238
Musicals,Musical theatre,South Pacific,2008-01-13 14:30:00,Imperial Theatre,New York City,NY,1,71
Plays,All non-musical theatre,Rosencrantz and Guildenstern Are Dead,2008-01-11 19:30:00,The Guthrie Theater,Minneapolis,MN,4,1284
Pop,All rock and pop music concerts,Maze,2008-03-01 15:00:00,Rice-Eccles Stadium,Salt Lake City,UT,2,64
Plays,All non-musical theatre,The Seagull,2008-01-30 19:00:00,Pasadena Playhouse,Pasadena,CA,1,182
Pop,All rock and pop music concerts,Armando Manzanero,2008-02-03 19:30:00,Jobing.com Arena,Glendale,AZ,2,98
Plays,All non-musical theatre,All My Sons,2008-01-13 19:00:00,Walter Kerr Theatre,New York City,NY,4,788
Pop,All rock and pop music concerts,War,2008-02-09 19:30:00,Rangers BallPark in Arlington,Arlington,TX,1,222
Plays,All non-musical theatre,The Homecoming,2008-01-20 14:30:00,Lunt-Fontanne Theatre,New York City,NY,2,972
Pop,All rock and pop music concerts,Bad Company,2008-03-08 19:30:00,RFK Stadium,Washington,DC,2,996
Pop,All rock and pop music concerts,Monsters of Rock,2008-02-11 14:30:00,Superpages.com Center,Dallas,TX,1,261
Pop,All rock and pop music concerts,Mariah Carey,2008-01-27 19:00:00,U.S. Cellular Field,Chicago,IL,2,252
Plays,All non-musical theatre,Look Back in Anger,2008-02-06 20:00:00,Eugene O'Neill Theatre,New York City,NY,1,189
Pop,All rock and pop music concerts,Jonas Brothers,2008-02-09 14:30:00,Dolphin Stadium,Miami Gardens,FL,1,360
Pop,All rock and pop music concerts,Boyz II Men,2008-02-19 19:00:00,M&T Bank Stadium,Baltimore,MD,1,375
Opera,All opera and light opera,Siegfried,2008-02-18 19:00:00,Lyric Opera House,Chicago,IL,2,94
Plays,All non-musical theatre,Young Frankenstein,2008-02-05 20:00:00,Broadhurst Theatre,New York City,NY,4,5572
Pop,All rock and pop music concerts,O.A.R.,2008-02-23 15:00:00,Minute Maid Park,Houston,TX,4,556
Plays,All non-musical theatre,The Homecoming,2008-02-23 20:00:00,Ethel Barrymore Theatre,New York City,NY,3,243
Pop,All rock and pop music concerts,War,2008-02-09 14:00:00,American Airlines Center,Dallas,TX,2,282
Plays,All non-musical theatre,Passing Strange,2008-01-16 19:00:00,Broadhurst Theatre,New York City,NY,2,238
Plays,All non-musical theatre,Wicked,2008-02-22 14:30:00,Gerald Schoenfeld Theatre,New York City,NY,1,45
Pop,All rock and pop music concerts,Brad Paisley,2008-02-17 15:00:00,McAfee Coliseum,Oakland,CA,1,231
Pop,All rock and pop music concerts,Calibash,2008-01-26 19:30:00,Tropicana Field,St. Petersburg,FL,4,332
Opera,All opera and light opera,Orfeo ed Euridice,2008-02-23 14:30:00,Ellie Caulkins Opera House,Denver,CO,2,108
Musicals,Musical theatre,The Lion King,2008-02-16 15:00:00,New Amsterdam Theatre,New York City,NY,1,90
Opera,All opera and light opera,La Traviata,2008-03-03 15:00:00,Lyric Opera House,Chicago,IL,2,564
Musicals,Musical theatre,Jersey Boys,2008-02-24 19:30:00,Hilton Theatre,New York City,NY,2,572
Opera,All opera and light opera,Tristan und Isolde,2008-02-12 19:00:00,Grand 1894 Opera House,Galveston,TX,1,38
Plays,All non-musical theatre,Iphigenia,2008-02-14 19:30:00,Royce Hall,Los Angeles,CA,4,1972
Pop,All rock and pop music concerts,Billy Joel,2008-02-23 15:00:00,Joe Louis Arena,Detroit,MI,4,924
Pop,All rock and pop music concerts,Colbie Caillat,2008-03-07 15:00:00,Dick's Sporting Goods Park,Commerce City,CO,2,694
Pop,All rock and pop music concerts,The Raconteurs,2008-02-06 19:00:00,Scotiabank Place,Ottawa,ON,1,207
Plays,All non-musical theatre,Woyzeck,2008-02-28 19:00:00,Booth Theatre,New York City,NY,1,58
Plays,All non-musical theatre,Othello,2008-01-28 14:00:00,Cort Theatre,New York City,NY,2,766
Pop,All rock and pop music concerts,Feist,2008-02-24 14:00:00,Hubert H. Humphrey Metrodome,Minneapolis,MN,3,87
Plays,All non-musical theatre,Uncle Vanya,2008-02-07 15:00:00,Pasadena Playhouse,Pasadena,CA,1,348
Plays,All non-musical theatre,Passing Strange,2008-02-27 19:30:00,Studio 54,New York City,NY,2,592
Pop,All rock and pop music concerts,Lenny Kravitz,2008-01-16 15:00:00,Ford Center,Oklahoma City,OK,1,161
Musicals,Musical theatre,Seven Brides for Seven Brothers,2008-02-11 14:00:00,Walter Kerr Theatre,New York City,NY,4,384
Pop,All rock and pop music concerts,Chaka Khan,2008-01-29 15:00:00,AT&T Center,San Antonio,TX,1,2493
Plays,All non-musical theatre,Rhinoceros,2008-02-23 14:30:00,Shubert Theatre,New York City,NY,1,115
Pop,All rock and pop music concerts,Janet Jackson,2008-02-21 14:00:00,The Home Depot Center,Carson,CA,1,67
Pop,All rock and pop music concerts,Crosby Stills Nash,2008-02-11 20:00:00,Louisiana Superdome,New Orleans,LA,1,62
Pop,All rock and pop music concerts,War,2008-02-09 14:00:00,American Airlines Center,Dallas,TX,1,257
Plays,All non-musical theatre,November,2008-02-15 20:00:00,Lyceum Theatre,New York City,NY,2,174
Plays,All non-musical theatre,The Country Girl,2008-02-01 19:30:00,Bernard B. Jacobs Theatre,New York City,NY,1,326
Plays,All non-musical theatre,The Country Girl,2008-01-18 20:00:00,Majestic Theatre,New York City,NY,1,25
Opera,All opera and light opera,La Boheme,2008-02-15 20:00:00,Detroit Opera House,Detroit,MI,4,1544
Plays,All non-musical theatre,Rosencrantz and Guildenstern Are Dead,2008-02-16 20:00:00,Imperial Theatre,New York City,NY,2,750
Musicals,Musical theatre,High School Musical,2008-02-06 15:00:00,Studio 54,New York City,NY,4,1676
Pop,All rock and pop music concerts,Celine Dion,2008-02-18 14:30:00,Quicken Loans Arena,Cleveland,OH,1,498
Pop,All rock and pop music concerts,Gogol Bordello,2008-01-18 19:30:00,RFK Stadium,Washington,DC,2,736
Pop,All rock and pop music concerts,The Raconteurs,2008-02-06 19:00:00,Scotiabank Place,Ottawa,ON,2,414
Plays,All non-musical theatre,Macbeth,2008-03-01 19:00:00,Marquis Theatre,New York City,NY,1,239
Pop,All rock and pop music concerts,Hot Tuna,2008-01-18 15:00:00,Joe Louis Arena,Detroit,MI,4,1192
Pop,All rock and pop music concerts,Vince Gill,2008-02-22 15:00:00,Arrowhead Stadium,Kansas City,MO,2,506
Pop,All rock and pop music concerts,Little Big Town,2008-02-15 19:30:00,Louisiana Superdome,New Orleans,LA,2,40
Opera,All opera and light opera,L Elisir d Amore,2008-02-10 14:30:00,Metropolitan Opera,New York City,NY,2,522
Plays,All non-musical theatre,Endgame,2008-02-24 14:00:00,Carnegie Hall,New York City,NY,4,576
Pop,All rock and pop music concerts,Los Lonely Boys,2008-02-15 19:30:00,null,null,null,1,565
Musicals,Musical theatre,Grease,2008-01-29 19:00:00,August Wilson Theatre,New York City,NY,1,1482
Musicals,Musical theatre,The Lion King,2008-01-29 14:30:00,The Guthrie Theater,Minneapolis,MN,2,436
Musicals,Musical theatre,Gypsy,2008-01-27 15:00:00,The Guthrie Theater,Minneapolis,MN,1,78
Plays,All non-musical theatre,Waiting for Godot,2008-03-14 14:30:00,Vivian Beaumont Theatre,New York City,NY,2,302
Plays,All non-musical theatre,Rock 'n' Roll,2008-01-28 14:30:00,Walter Kerr Theatre,New York City,NY,1,167
